PERDI,open,high,low,close,Adj Close,volume,upperband,middleband,lowerband,macd,macdsignal,macdhist,rsi,sma10,sma40
1.61637E+12,207.2400055,208.0749969,206.2200012,207.4100037,207.4100037,265421,209.0353807,206.0302055,203.0250304,-0.902417745,-1.42773066,0.525312915,49.56282368,206.0615005,209.7705097
1.61646E+12,208.1399994,209.8000031,206.6999969,208.8500061,208.8500061,327071,209.412594,206.1652008,202.9178076,-0.651977045,-1.272579937,0.620602892,53.61233984,206.4730011,209.5705097
1.61646E+12,208.7200012,209.4799957,206.7942047,208.6660004,208.6660004,181291,209.3909841,206.1600006,202.9290172,-0.463011404,-1.110666231,0.647654826,53.02647432,206.8626007,209.3681599
1.61646E+12,208.6950073,209.1499939,206.1515045,206.5099945,206.5099945,140674,209.1148468,206.0605003,203.0061538,-0.481673989,-0.984867782,0.503193793,46.60065567,206.9456009,209.0926598
1.61646E+12,206.6499939,208.3800049,206.1100006,207.6177063,207.6177063,143925,209.2255631,206.1068855,202.988208,-0.402442036,-0.868382633,0.465940597,49.95608803,207.2108719,208.8184772
1.61646E+12,207.625,207.9799957,206.75,207.7899933,207.7899933,112382,209.3978969,206.194635,202.9913731,-0.322035795,-0.759113265,0.437077471,50.4773153,207.3878708,208.5087273
1.61646E+12,207.8999939,208.8912048,207.2200012,208.1199951,208.1199951,296020,209.6015239,206.360585,203.1196461,-0.229044596,-0.653099532,0.424054936,51.51890541,207.6348709,208.2363522
1.61646E+12,208.0899963,208.3899994,206.9250031,207.9100037,207.9100037,313531,209.302741,206.6505852,203.9984293,-0.170329504,-0.556545526,0.386216022,50.78689994,207.7963715,207.9731022
1.61654E+12,209,209,200.5,201.3999939,201.3999939,516226,209.8933141,206.4935852,203.0938563,-0.641703592,-0.573577139,-0.068126453,34.44663217,207.1513702,207.646352
1.61654E+12,201.2599945,203.8200073,200.8899994,202.6799927,202.6799927,252689,210.1177247,206.3434349,202.5691451,-0.901592749,-0.639180261,-0.262412488,38.62774732,206.695369,207.319627
1.61654E+12,202.6699982,203.7700043,201.2299957,203.0299988,203.0299988,266557,210.1941261,206.1594345,202.1247429,-1.067014334,-0.724747076,-0.342267258,39.75920563,206.2573685,207.114127
1.61654E+12,203.3399963,203.3399963,203.3399963,203.3399963,203.3399963,0,210.2662043,206.0896843,201.9131643,-1.159729283,-0.811743517,-0.347985766,40.8002134,205.7063675,206.8743771
